symbol,eval_idx,eval_date,price,fwd_return_1m,fwd_return_3m,fwd_return_6m,fund_pit,tech_rsi_14,tech_price_vs_sma50_pct,tech_price_vs_sma200_pct,tech_bb_position,tech_week52_position,tech_macd_histogram,tech_volatility_20d,tech_momentum_1m,tech_momentum_3m,macro_vix,macro_sp500_vs_200ma_pct,macro_sp500_52w_pos,macro_yield_10y,macro_yield_2y,macro_yield_spread,macro_usd_index,macro_gold_vs_200ma,macro_oil_vs_200ma,macro_breadth_pct,fund_market_cap_b,fund_trailing_pe,fund_forward_pe,fund_roe_pct,fund_debt_to_equity,fund_current_ratio,fund_dividend_yield_pct,fund_payout_ratio_pct,fund_profit_margin_pct,fund_revenue_growth_pct,fund_earnings_growth_pct,fund_fcf_yield_pct,fund_price_to_book,fund_price_to_sales,fund_beta,fund_sector_code
AAPL,252,2024-02-29,179.11985778808594,-5.9308452253079675,5.974793503151377,27.45118133464932,0,38.352846525791186,-3.6234500517206745,-1.4781177862462984,0.15511178739704445,0.6791478921254788,-0.3090987781198802,0.12380820289299924,-1.8543237050154815,-4.43013282639757,13.84000015258789,12.683430743950218,100.0,4.27400016784668,4.4629998207092285,-0.18899965286254883,103.86000061035156,6.0917159296207,2.824029943586548,100.0,,,,,,,,,,,,,,,,
AAPL,273,2024-04-01,168.4965362548828,0.17645318502752527,27.650417850379117,37.37934102229106,0,40.21010542198386,-5.974787846431297,-7.130657611507934,0.27535930619886917,0.2792209035298397,0.22215475721664646,0.25341783266052553,-5.360126136344256,-11.573818790289947,13.010000228881836,13.432258221064664,99.12090551438266,4.205999851226807,4.635000228881836,-0.4290003776550293,104.81999969482422,13.657699603651796,8.066605867123112,100.0,,,,,,,,,,,,,,,,
AAPL,294,2024-04-30,168.79385375976562,12.457826624555214,30.55901632912599,37.53169613582408,0,49.286441068647115,-1.4517408456687304,-5.989110771658325,0.5609086097176676,0.16451092653441388,0.5672874621221826,0.2435548901513476,0.8825016723201129,-7.512281796871678,14.670000076293945,7.2424716671750655,81.67340248055017,4.613999843597412,4.888999938964844,-0.27500009536743164,105.76000213623047,13.177589706350101,-1.355488072779909,100.0,,,,,,,,,,,,,,,,
AAPL,315,2024-05-30,189.8218994140625,13.309651445221649,20.26556233002641,23.090974334108672,0,65.88971022284801,8.237112173588839,5.847948087850599,0.733976070238729,0.80801722267496,-0.10966629822717344,0.250294238608478,13.142023426812788,6.617744295534922,14.279999732971191,9.766607457964804,92.86317954607574,4.624000072479248,4.892000198364258,-0.26800012588500977,104.66999816894531,11.947738963846376,-3.644226145341223,100.0,,,,,,,,,,,,,,,,
AAPL,336,2024-07-01,215.08653259277344,2.4590393625498974,7.621536486715907,16.618081655027474,0,67.55053700296216,13.122901333629034,18.094204175580224,0.7922909036987774,1.0,-0.2364454619226679,0.3343480730967679,12.74381924658563,28.55010416946906,12.4399995803833,12.398862913020391,99.12825487341995,4.3429999351501465,4.702000141143799,-0.35900020599365234,105.72000122070312,9.671460527714903,4.2522315315151715,100.0,,,,,,,,,,,,,,,,
AAPL,357,2024-07-31,220.37559509277344,3.5914955373139046,5.340634452331261,6.50806800883641,0,54.30562166245031,5.000965046863263,17.61327374433223,0.35820876966985854,0.8181126256629045,-1.8996788019103503,0.23350044980254303,0.8217062586515,31.35334131440697,17.690000534057617,10.507989888980163,90.65056275070478,4.14300012588501,4.081999778747559,0.06100034713745117,104.41999816894531,12.059049763091622,-2.8747504327868323,75.0,,,,,,,,,,,,,,,,
AAPL,378,2024-08-29,228.29037475585938,1.3969298529974639,2.3493109326915285,2.8979754215526787,0,63.567312875882934,3.9640349338171816,18.781827523918658,0.8004979012767629,0.9319845721638157,0.6103181257742598,0.2323384874310614,5.356275439921121,19.664994534737644,17.110000610351562,9.180699198870702,95.1452591198884,3.8410000801086426,3.9240000247955322,-0.08299994468688965,101.69999694824219,12.056702265247022,-5.477300590836165,75.0,,,,,,,,,,,,,,,,
AAPL,399,2024-09-30,231.47943115234375,0.28754991023212106,8.359428291029891,-3.698393353933316,0,64.90286666137294,4.865060329444539,18.26330658320541,1.0403815064915842,0.9778663370173011,0.8147905284150749,0.2345106867255665,1.7467232799789567,5.901704781495787,16.959999084472656,10.094059821509704,100.0,3.749000072479248,3.5460000038146973,0.20300006866455078,101.19000244140625,16.701310434520323,-9.68753840699903,100.0,,,,,,,,,,,,,,,,
AAPL,420,2024-10-29,232.14505004882812,0.6498417429688041,1.1082461792400133,-11.926231991911585,0,57.17073700041092,2.891092469565334,16.107168094985454,0.7083996188920705,0.9609145510113658,-0.07935333338385764,0.17866819264979877,3.297813826053253,7.135212604187391,19.799999237060547,9.142046605485387,98.12998803346488,4.2779998779296875,4.14900016784668,0.1289997100830078,103.98999786376953,18.48643343451737,-11.165318413989379,100.0,,,,,,,,,,,,,,,,
AAPL,441,2024-11-27,233.65362548828125,7.351121851344011,0.5360705254009668,-13.267632852260647,0,63.18985387908683,2.7986281301657283,14.518956738508725,1.0000808331890048,0.9820357119509975,1.026292139115287,0.16470096071024443,2.2114189160414854,2.7023898303686567,14.100000381469727,10.068321268800373,98.44530304286543,4.302000045776367,4.182000160217285,0.11999988555908203,105.73999786376953,9.807886048012126,-11.260460424713825,75.0,,,,,,,,,,,,,,,,
AAPL,462,2024-12-30,250.8297882080078,-6.423479295193369,-11.127616521359373,-15.120874738211754,0,60.2255885796652,6.315281991172875,18.58673641926212,0.6320530008351097,0.9279186559539327,-0.012399128417957428,0.1630459336923217,6.265532521619144,11.61198034973976,15.949999809265137,6.473692285635568,86.91984827497792,4.61899995803833,4.229000091552734,0.3899998664855957,108.48999786376953,6.117794955745159,-5.240695228020842,25.0,,,,,,,,,,,,,,,,
AAPL,483,2025-01-31,234.71778869628906,0.08026021837201913,-12.891607424427754,-13.626879697109661,0,49.38580554543578,-1.760002255402611,7.560584673789826,0.5472732207483109,0.756698039611214,0.8956367446256404,0.3060784036609431,-5.758333613623668,2.6769354738155116,15.84000015258789,7.292710885080145,93.85887765046925,4.51200008392334,4.230000019073486,0.2820000648498535,108.37000274658203,11.330121018015982,-2.967240175731778,100.0,,,,,,,,,,,,,,,,
AAPL,504,2025-03-04,234.9061737060547,-5.1032130241806755,-13.730100356542218,1.3240045623164942,0,45.88517832478792,-1.4623189316998104,4.4240741946205215,0.38650548080541763,0.7586999883735844,-0.49662858218762684,0.22947990392511045,3.587300168931118,-0.48060152732314343,22.780000686645508,0.9127522342645467,68.90187741771673,4.179999828338623,3.9200000762939453,0.25999975204467773,105.73999786376953,12.549487969833418,-7.409100115098354,75.0,,,,,,,,,,,,,,,,
AAPL,525,2025-04-02,222.9184112548828,-8.28084065766589,-4.493249826941015,15.127699492531432,0,48.992412587682104,-2.6873224086452994,-2.1521210900702874,0.6086455490156867,0.6313072290846541,1.2039002967248917,0.3154779941240678,-5.026733775335912,-10.495908036833645,21.770000457763672,-1.5878535721158715,59.79508217125276,4.156000137329102,3.8399999141693115,0.31600022315979004,103.80999755859375,18.29526207512593,-1.4237280176272127,50.0,,,,,,,,,,,,,,,,
AAPL,546,2025-05-02,204.45889282226562,-0.8830980569454638,-0.8440888999805773,31.98528473400859,0,48.052660880843604,-4.749574475121055,-9.452210157560433,0.6320808961526178,0.40834756774558334,2.227485866130052,0.7262052204004058,1.0630560547960632,-9.839131220579533,24.600000381469727,-1.0326929554518527,60.60892846181595,4.230999946594238,3.7909998893737793,0.440000057220459,100.0,17.757241790713785,-17.466128129985847,50.0,,,,,,,,,,,,,,,,
AAPL,567,2025-06-03,202.6533203125,5.057311569654543,17.45000861375212,41.08944990049008,0,49.177884514438304,-0.6839347551392134,-9.642357650165678,0.491746248285589,0.36049820452840575,-0.15732775279235134,0.2937759436085966,2.336249985744998,-13.66057369148952,18.360000610351562,3.109486192170663,85.03678359440758,4.461999893188477,3.9019999504089355,0.559999942779541,98.69999694824219,18.096293889652635,-8.062809207579114,100.0,,,,,,,,,,,,,,,,
AAPL,588,2025-07-03,212.90213012695312,-4.776397548469646,20.544044566398867,27.17423384659401,0,67.51628496773986,4.861794452937677,-4.094938603424283,1.1088690099323038,0.4797523181335973,1.7169734839607338,0.1992627042669153,5.290406066065856,5.2365080051073765,16.639999389648438,7.472119641027786,100.0,4.293000221252441,3.8499999046325684,0.44300031661987305,96.77999877929688,13.921714447956624,-2.2403733592666453,100.0,,,,,,,,,,,,,,,,
AAPL,609,2025-08-04,202.7330780029297,17.403802333453623,33.10884169162029,32.79929009661444,0,38.12695558863455,-0.9508853371921576,-8.029334092559509,-0.042835961990363415,0.36142625694108454,-1.3885733232953295,0.13517665758361402,-3.143595946765665,2.3765261723552644,20.3799991607666,7.227584608812543,95.74768456823027,4.21999979019165,3.700000047683716,0.5199997425079346,98.69000244140625,11.629943323452952,-1.0650939916447055,100.0,,,,,,,,,,,,,,,,
MSFT,252,2024-02-29,407.3871765136719,2.642385575892847,0.42982897258072583,0.23475453289070192,0,60.345957171588964,5.011965755423832,17.821714406565054,0.7659402591613341,0.9650517983755833,-0.7995085109820455,0.1988989035799715,4.231843469639407,9.384961187499542,13.84000015258789,12.683430743950218,100.0,4.27400016784668,4.4629998207092285,-0.18899965286254883,103.86000061035156,6.0917159296207,2.824029943586548,100.0,,,,,,,,,,,,,,,,
MSFT,273,2024-04-01,418.15191650390625,-8.300159348976887,7.768755251969739,1.7154062596108188,0,58.99495884031026,3.311444831743257,17.614184731099154,0.716155232798914,0.9692687490626362,-0.1384909951459239,0.21612506492851705,2.182912158877337,13.114334701321484,13.010000228881836,13.432258221064664,99.12090551438266,4.205999851226807,4.635000228881836,-0.4290003776550293,104.81999969482422,13.657699603651796,8.066605867123112,100.0,,,,,,,,,,,,,,,,
MSFT,294,2024-04-30,383.44464111328125,6.700733498589773,7.647639253866023,11.347452874772944,0,34.0976295131175,-5.917709923864405,5.489600463098215,-0.01916395543496752,0.6858327439538663,-2.2101219382715493,0.2247871634429194,-7.61910825890002,-1.8939620195671525,14.670000076293945,7.2424716671750655,81.67340248055017,4.613999843597412,4.888999938964844,-0.27500009536743164,105.76000213623047,13.177589706350101,-1.355488072779909,100.0,,,,,,,,,,,,,,,,
